GameName,trial_id,subject_id,load_trial,highest_score,total_frame,total_game_play_time,total_episode,max_error,avg_error,low_sample_rate,frame_averaging,fps
bank_heist,373,R,0,5535,17613,900048,1,1.43,0.42,1.10%,FALSE,20
bank_heist,376,R,0,5685,17678,900044,1,0.54,0.3,1.70%,FALSE,20
bank_heist,380,R,0,5345,17650,900020,1,0.85,0.26,1.70%,FALSE,20
bank_heist,386,R,0,5325,17689,900006,1,0.74,0.5,2.20%,FALSE,20
bank_heist,397,R,0,5435,17573,900049,1,0.77,0.36,1.30%,FALSE,20
bank_heist,403,R,0,5485,17661,900037,1,0.81,0.57,2.00%,FALSE,20
bank_heist,411,R,0,6123,17456,900002,1,0.63,0.38,2.10%,FALSE,20
bank_heist,417,R,0,6503,17670,900004,1,0.9,0.33,1.40%,FALSE,20
bank_heist,426,R,0,5951,17644,900008,1,0.9,0.41,1.60%,FALSE,20
bank_heist,430,R,0,6473,17793,900017,1,0.89,0.4,1.40%,FALSE,20
bank_heist,438,R,0,6343,17735,900030,1,0.77,0.37,1.40%,FALSE,20
bank_heist,456,R,0,5675,17703,900010,1,0.68,0.28,1.90%,FALSE,20
bank_heist,470,R,0,6253,17700,900019,1,0.62,0.3,1.60%,FALSE,20
bank_heist_highscore,505,R,417,16656,17698,900032,1,0.51,0.27,3.20%,FALSE,20
bank_heist_highscore,506,R,505,32423,17493,900013,1,0.39,0.24,1.60%,FALSE,20
bank_heist_highscore,509,R,506,52457,16916,899939,1,0.51,0.29,1.00%,FALSE,20
bank_heist_highscore,513,R,509,66531,11619,600178,2,0.46,0.25,0.90%,FALSE,20
berzerk,164,R,0,6940,24620,900043,2,0.94,0.48,3.40%,FALSE,30
berzerk,165,R,0,7300,23310,900045,1,0.91,0.5,3.70%,FALSE,30
berzerk,191,J,0,4550,17180,899999,2,1.08,0.44,1.10%,FALSE,20
berzerk,192,J,0,6540,16885,899900,1,0.83,0.37,0.60%,FALSE,20
berzerk,208,R,0,5300,14519,899994,1,0.76,0.44,1.40%,FALSE,20
berzerk,211,R,0,6400,15695,900027,1,0.72,0.35,1.00%,FALSE,20
berzerk,219,R,0,5860,15373,900021,1,0.68,0.29,1.00%,FALSE,20
berzerk,266,R,0,6550,16526,900032,1,0.79,0.42,2.10%,FALSE,20
berzerk,268,R,0,6990,16810,900047,1,0.79,0.28,4.40%,FALSE,20
berzerk,280,R,0,7040,16144,900042,1,0.82,0.44,2.30%,FALSE,20
berzerk,309,R,0,6530,16120,899366,1,0.75,0.35,1.20%,FALSE,20
berzerk,318,R,0,7230,16237,899879,1,0.97,0.33,1.60%,FALSE,20
berzerk,335,R,0,6250,16963,900041,1,0.6,0.46,1.80%,FALSE,20
berzerk,346,R,0,7360,16825,900034,1,1.05,0.65,1.40%,FALSE,20
berzerk,377,R,0,7950,17025,900027,1,0.7,0.3,1.80%,FALSE,20
berzerk,413,R,0,6850,16996,900023,1,0.65,0.48,2.30%,FALSE,20
berzerk,439,R,0,7890,16924,900003,1,0.86,0.37,1.10%,FALSE,20
berzerk,454,R,0,7860,16670,900024,1,0.59,0.35,1.90%,FALSE,20
berzerk,468,R,0,7340,17167,900025,1,0.99,0.36,1.20%,FALSE,20
berzerk,476,R,0,7250,17055,900030,1,0.86,0.48,3.00%,FALSE,20
berzerk_highscore,515,R,377,14850,16541,899570,1,0.91,0.46,2.00%,FALSE,20
berzerk_highscore,516,R,515,21650,16581,900018,1,0.54,0.31,3.80%,FALSE,20
berzerk_highscore,522,R,516,28000,16148,900034,1,1.01,0.63,1.70%,FALSE,20
berzerk_highscore,524,R,522,34380,16278,900012,1,0.83,0.31,1.70%,FALSE,20
berzerk_highscore,526,R,524,41380,16142,900044,1,0.8,0.4,1.80%,FALSE,20
berzerk_highscore,532,R,526,48160,15950,900027,1,0.86,0.49,3.10%,FALSE,20
berzerk_highscore,537,R,532,55220,16345,900024,1,0.73,0.38,1.60%,FALSE,20
breakout,58,R,0,344,14858,900031,2,0.99,0.44,1.90%,TRUE,20
breakout,73,R,0,436,14425,899795,1,0.84,0.52,0.60%,TRUE,20
breakout,92,R,0,424,14325,900034,2,0.62,0.42,1.40%,TRUE,20
breakout,112,R,0,413,13783,899825,2,0.86,0.31,4.60%,TRUE,20
breakout,132,K,0,416,17439,900013,2,0.79,0.38,25.00%,TRUE,20
breakout,134,K,0,408,17844,900010,2,1.47,0.41,19.60%,TRUE,20
breakout,138,J,0,438,17135,900001,2,1,0.55,0.40%,TRUE,20
breakout,140,J,0,414,17708,900007,2,0.89,0.34,0.40%,TRUE,20
breakout,153,J,0,402,17897,900003,2,0.7,0.36,0.40%,TRUE,20
breakout,198,R,0,425,13938,900034,2,0.86,0.49,1.10%,FALSE,20
breakout,205,R,0,547,14772,900005,2,0.71,0.43,1.60%,FALSE,20
breakout,218,R,0,554,13704,899728,1,0.72,0.37,1.80%,FALSE,20
breakout,307,R,0,445,14677,899887,1,0.57,0.37,1.70%,FALSE,20
breakout,472,R,0,427,14297,900028,1,0.78,0.43,0.30%,FALSE,20
breakout,490,K,0,503,17763,900016,1,0.73,0.35,5.20%,FALSE,20
breakout_highscore,527,R,472,721,12806,900036,1,0.82,0.48,1.00%,FALSE,20
breakout_highscore,564,R,527,864,10123,662484,1,0.84,0.33,0.80%,FALSE,20
centipede,53,R,0,41717,16170,900040,1,0.67,0.35,2.10%,TRUE,20
centipede,60,R,0,44392,15303,900022,1,0.65,0.31,0.60%,TRUE,20
centipede,69,R,0,36461,15558,900021,1,0.92,0.43,0.40%,TRUE,20
centipede,78,R,0,45136,17086,900021,1,0.73,0.36,0.80%,TRUE,20
centipede,80,R,0,44766,16967,900043,1,0.63,0.34,3.40%,TRUE,20
centipede,88,R,0,53311,16687,900041,1,0.91,0.33,0.60%,TRUE,20
centipede,94,R,0,53782,16876,900027,1,1.04,0.61,0.70%,TRUE,20
centipede,97,R,0,49308,16610,900037,1,0.94,0.44,0.70%,TRUE,20
centipede,143,J,0,35943,17128,900027,1,0.65,0.2,0.20%,TRUE,20
centipede,144,J,0,42705,17830,900027,1,0.77,0.26,0.30%,TRUE,20
centipede,150,K,0,36166,12080,900012,1,0.77,0.36,15.30%,TRUE,20
centipede,152,K,0,44306,12474,900019,1,0.79,0.35,7.50%,TRUE,20
centipede,204,R,0,39737,16101,900025,1,0.81,0.56,0.50%,FALSE,20
centipede,206,R,0,48055,15942,900003,1,0.63,0.47,0.40%,FALSE,20
centipede,210,R,0,50496,16672,900009,1,1,0.49,0.30%,FALSE,20
centipede,244,R,0,55932,15782,900017,1,1.06,0.76,0.50%,FALSE,20
centipede,286,R,0,43340,15951,900008,1,0.8,0.37,0.90%,FALSE,20
centipede,450,R,0,41882,16718,900050,1,0.99,0.67,0.40%,FALSE,20
centipede,481,R,0,47973,16624,900049,1,0.76,0.29,0.30%,FALSE,20
centipede,501,R,0,45872,16442,900036,1,0.61,0.24,1.00%,FALSE,20
centipede_highscore,245,R,244,107644,15718,900044,1,0.74,0.34,1.80%,FALSE,20
centipede_highscore,254,R,245,155828,16755,900003,1,0.6,0.27,0.30%,FALSE,20
centipede_highscore,259,R,254,204294,16394,900041,1,0.75,0.34,0.30%,FALSE,20
centipede_highscore,610,R,259,251961,15971,900046,1,0.77,0.34,0.60%,FALSE,20
centipede_highscore,612,R,610,302786,16581,900026,1,1.09,0.54,0.50%,FALSE,20
centipede_highscore,615,R,612,357349,16490,899932,1,0.88,0.27,0.50%,FALSE,20
centipede_highscore,620,R,615,415160,16794,900042,1,0.79,0.4,0.50%,FALSE,20
demon_attack,175,R,0,6685,17605,900027,1,0.46,0.26,0.30%,TRUE,20
demon_attack,179,R,0,7340,17648,900025,1,1,1,2.30%,FALSE,20
demon_attack,189,J,0,6250,17685,900009,2,0.79,0.25,0.20%,FALSE,20
demon_attack,190,J,0,6270,17440,900036,2,1.05,0.69,0.20%,FALSE,20
demon_attack,200,R,0,7270,17344,900044,1,1.17,0.54,0.90%,FALSE,20
demon_attack,215,R,0,7425,17120,900002,1,0.63,0.32,0.90%,FALSE,20
demon_attack,220,R,0,5770,16124,900030,1,1.2,0.79,0.30%,FALSE,20
demon_attack,221,R,0,7370,17165,900022,1,0.92,0.58,0.40%,FALSE,20
demon_attack,255,L,0,4850,15181,900040,1,0.67,0.38,0.30%,FALSE,20
demon_attack,256,L,0,4670,16766,900039,1,0.96,0.45,0.60%,FALSE,20
demon_attack,257,L,0,5620,17208,900007,1,0.85,0.41,0.30%,FALSE,20
demon_attack,258,L,0,7240,17636,900040,1,1.15,0.61,0.30%,FALSE,20
demon_attack,261,L,0,6870,17581,900006,1,1.14,0.64,0.40%,FALSE,20
demon_attack,262,L,0,10460,17895,900028,1,0.77,0.52,0.20%,FALSE,20
demon_attack,263,L,0,6740,17738,899998,1,1.26,0.61,0.20%,FALSE,20
demon_attack,265,L,0,8720,17906,900002,1,1.08,0.77,0.20%,FALSE,20
demon_attack,419,R,0,8140,17374,900026,1,1.27,0.84,0.30%,FALSE,20
demon_attack,445,R,0,8475,17387,900009,1,0.92,0.45,0.50%,FALSE,20
demon_attack,475,R,0,7870,17592,900011,2,0.91,0.43,0.40%,FALSE,20
demon_attack,495,R,0,7910,17732,900033,1,0.8,0.44,0.50%,FALSE,20
demon_attack_highscore,566,R,445,18470,14372,900047,1,1.14,0.69,0.40%,FALSE,20
demon_attack_highscore,592,R,566,32490,16884,900025,1,0.97,0.4,0.80%,FALSE,20
demon_attack_highscore,602,R,592,46980,16920,900015,1,1.03,0.47,0.40%,FALSE,20
demon_attack_highscore,605,R,602,62080,17605,900045,1,1.23,0.64,0.50%,FALSE,20
demon_attack_highscore,609,R,605,76840,17605,900033,1,0.82,0.36,1.50%,FALSE,20
demon_attack_highscore,614,R,609,91410,17820,900048,1,0.93,0.43,2.50%,FALSE,20
demon_attack_highscore,618,R,614,107045,17664,900003,1,0.92,0.37,2.10%,FALSE,20
enduro,82,R,0,315,17045,899998,1,0.83,0.31,2.80%,TRUE,20
enduro,84,R,0,319,17501,900006,1,0.75,0.3,1.70%,TRUE,20
enduro,85,R,0,317,17703,900013,1,0.85,0.3,0.90%,TRUE,20
enduro,98,R,0,289,17786,900028,1,0.99,0.41,1.50%,TRUE,20
enduro,103,R,0,312,17890,900026,1,0.75,0.29,1.20%,TRUE,20
enduro,108,R,0,322,17819,900021,1,0.85,0.33,3.60%,TRUE,20
enduro,109,R,0,332,17800,900039,1,0.75,0.19,2.70%,TRUE,20
enduro,113,R,0,324,17859,900021,1,0.65,0.3,3.00%,TRUE,20
enduro,146,J,0,262,16471,900027,1,0.65,0.41,0.10%,TRUE,20
enduro,148,J,0,340,17691,900019,1,0.7,0.33,0.30%,TRUE,20
enduro,158,K,0,376,17948,900029,1,1.15,0.3,6.10%,FALSE,20
enduro,159,K,0,352,17959,900013,1,0.46,0.31,7.10%,FALSE,20
enduro,352,R,0,325,17699,900044,1,0.83,0.31,0.60%,FALSE,20
enduro,372,R,0,367,17865,900013,1,1.14,0.58,0.90%,FALSE,20
enduro,393,R,0,392,17854,900013,1,0.91,0.4,1.40%,FALSE,20
enduro,423,R,0,365,17660,900018,1,0.71,0.26,1.00%,FALSE,20
enduro,441,R,0,386,17791,900032,1,0.52,0.24,2.30%,FALSE,20
enduro,453,R,0,356,17845,900050,1,0.5,0.39,2.20%,FALSE,20
enduro,473,R,0,350,17870,900005,1,0.48,0.34,1.00%,FALSE,20
enduro,498,R,0,327,17785,900048,1,0.41,0.19,1.90%,FALSE,20
enduro_highscore,123,R,113,691,17821,900006,1,0.98,0.43,1.70%,TRUE,20
enduro_highscore,124,R,123,1096,17884,900006,1,0.97,0.46,1.50%,TRUE,20
enduro_highscore,510,R,124,1504,17723,900046,1,0.54,0.23,2.80%,FALSE,20
enduro_highscore,542,R,510,1886,17535,900039,1,0.73,0.29,2.10%,FALSE,20
enduro_highscore,552,R,542,2300,17599,900046,1,0.87,0.42,0.90%,FALSE,20
enduro_highscore,591,R,552,4520,17319,900020,1,0.89,0.46,1.70%,FALSE,20
enduro_highscore,597,R,591,4886,17495,900032,1,0.97,0.43,0.90%,FALSE,20
freeway,55,R,0,30,17286,900021,3,0.66,0.47,0.80%,TRUE,20
freeway,59,R,0,33,17350,900043,3,0.82,0.35,2.30%,TRUE,20
freeway,72,R,0,31,17423,900040,3,0.85,0.56,1.10%,TRUE,20
freeway,79,R,0,32,17614,900048,3,0.72,0.56,1.90%,TRUE,20
freeway,149,J,0,30,17748,900014,3,0.75,0.57,0.20%,TRUE,20
freeway,151,J,0,32,17920,899999,3,1.95,0.6,0.50%,TRUE,20
freeway,156,K,0,30,17519,900029,3,1.37,0.34,14.90%,TRUE,20
freeway,157,K,0,31,17797,900029,3,1.59,0.42,17.80%,TRUE,20
freeway,616,R,0,30,17197,900051,3,0.59,0.32,2.10%,FALSE,20
freeway,617,R,0,32,16958,900015,3,0.92,0.39,2.60%,FALSE,20
frostbite,173,J,0,17290,17599,900032,1,1.12,0.59,0.90%,FALSE,20
frostbite,174,J,0,20930,17651,899924,1,1.18,0.34,1.40%,FALSE,20
frostbite,226,R,0,30240,17514,900012,1,0.61,0.29,1.30%,FALSE,20
frostbite,227,R,0,30980,17114,900001,1,0.65,0.25,1.40%,FALSE,20
frostbite,228,R,0,26120,17653,900039,1,0.35,0.18,2.70%,FALSE,20
frostbite,272,R,0,22850,17147,900044,1,0.98,0.52,1.00%,FALSE,20
frostbite,283,R,0,21050,16105,900049,1,0.84,0.34,4.40%,FALSE,20
frostbite,297,R,0,28620,17346,900025,1,0.98,0.45,3.60%,FALSE,20
frostbite,338,R,0,25450,17643,900034,1,0.87,0.38,1.70%,FALSE,20
frostbite,354,R,0,23820,16820,900021,1,0.58,0.31,1.60%,FALSE,20
frostbite,360,R,0,29210,17512,900028,1,0.59,0.38,1.10%,FALSE,20
frostbite,366,R,0,32340,17191,900028,1,0.92,0.29,1.10%,FALSE,20
frostbite,379,R,0,24120,17333,900023,1,0.86,0.27,3.40%,FALSE,20
frostbite,401,R,0,44410,17633,900025,1,0.43,0.2,1.80%,FALSE,20
frostbite,409,R,0,39950,17415,900024,1,0.88,0.34,1.90%,FALSE,20
frostbite,424,R,0,34290,17247,900025,1,0.54,0.33,1.90%,FALSE,20
frostbite,446,R,0,42410,17519,900040,1,0.65,0.26,1.70%,FALSE,20
frostbite,466,R,0,44080,17660,900007,1,0.72,0.33,1.70%,FALSE,20
frostbite,479,R,0,50630,17576,900031,1,0.99,0.39,1.40%,FALSE,20
frostbite,492,R,0,45840,17652,900004,1,0.71,0.51,2.20%,FALSE,20
frostbite_highscore,525,R,479,109200,16622,900044,1,0.7,0.36,1.60%,FALSE,20
frostbite_highscore,549,R,525,152670,14824,900019,1,0.46,0.25,2.80%,FALSE,20
frostbite_highscore,560,R,549,210160,14487,900044,1,0.61,0.27,1.20%,FALSE,20
frostbite_highscore,570,R,560,261130,13729,899740,1,0.53,0.31,2.60%,FALSE,20
frostbite_highscore,571,R,570,329330,15836,900023,1,0.51,0.31,2.30%,FALSE,20
frostbite_highscore,582,R,571,389420,14012,900019,1,0.67,0.38,2.50%,FALSE,20
frostbite_highscore,583,R,582,453880,15409,900047,1,0.55,0.26,2.00%,FALSE,20
hero,196,R,0,50485,13788,899926,1,0.89,0.66,2.30%,FALSE,20
hero,203,R,0,49975,13969,899527,1,0.81,0.58,1.40%,FALSE,20
hero,216,R,0,43865,13116,900034,1,0.74,0.29,2.20%,FALSE,20
hero,269,R,0,35520,15059,900029,2,0.67,0.24,3.70%,FALSE,20
hero,270,R,0,51315,14950,900034,1,0.74,0.28,5.50%,FALSE,20
hero,290,R,0,50825,14418,899979,1,0.61,0.38,2.10%,FALSE,20
hero,296,R,0,52470,15071,900035,1,0.97,0.5,3.30%,FALSE,20
hero,310,R,0,52160,15051,900011,1,0.62,0.31,1.40%,FALSE,20
hero,313,R,0,62845,15786,900022,1,1,0.53,3.90%,FALSE,20
hero,325,R,0,62640,16119,900030,1,0.74,0.45,2.20%,FALSE,20
hero,337,R,0,63840,16312,899954,1,1,0.56,3.50%,FALSE,20
hero,349,R,0,63685,16424,900011,1,0.63,0.4,2.30%,FALSE,20
hero,361,R,0,65085,16568,900022,1,1.33,0.4,2.30%,FALSE,20
hero,374,R,0,65270,16875,900011,1,0.78,0.33,1.60%,FALSE,20
hero,384,R,0,77185,16862,900046,1,0.59,0.28,2.50%,FALSE,20
hero,390,R,0,76745,16798,900046,1,0.55,0.31,5.30%,FALSE,20
hero,405,R,0,66030,16839,900027,1,0.73,0.34,4.20%,FALSE,20
hero,431,R,0,66230,16936,900014,1,0.74,0.5,2.50%,FALSE,20
hero,443,R,0,66755,17005,900032,1,0.63,0.29,2.60%,FALSE,20
hero,482,R,0,77070,17010,898231,1,0.8,0.36,2.20%,FALSE,20
hero_highscore,507,R,482,108000,14960,900020,1,0.57,0.34,1.90%,FALSE,20
hero_highscore,586,R,507,168355,14783,900012,1,0.58,0.2,2.00%,FALSE,20
hero_highscore,603,R,586,249795,12256,900014,1,0.55,0.24,1.50%,FALSE,20
hero_highscore,607,R,603,313750,14073,900019,1,0.62,0.26,1.50%,FALSE,20
hero_highscore,608,R,607,384245,11555,900014,1,0.62,0.23,2.50%,FALSE,20
hero_highscore,613,R,608,443090,14921,899545,1,1,0.39,1.90%,FALSE,20
hero_highscore,619,R,613,541640,14366,900023,1,0.54,0.28,2.30%,FALSE,20
montezuma_revenge,284,R,0,34600,15652,900018,1,1.1,0.61,6.50%,FALSE,20
montezuma_revenge,285,R,0,6100,16495,900023,2,0.62,0.31,4.30%,FALSE,20
montezuma_revenge,287,R,0,38000,16195,900027,1,0.84,0.51,5.40%,FALSE,20
montezuma_revenge,291,R,0,43000,16722,900010,1,0.72,0.34,4.70%,FALSE,20
montezuma_revenge,324,R,0,38000,15896,900014,1,0.82,0.4,2.50%,FALSE,20
montezuma_revenge,333,R,0,41000,16688,900046,1,0.91,0.51,5.50%,FALSE,20
montezuma_revenge,340,R,0,38000,17054,900020,1,0.62,0.41,5.80%,FALSE,20
montezuma_revenge,359,R,0,38900,17097,900003,1,0.96,0.56,3.20%,FALSE,20
montezuma_revenge,365,R,0,40900,17068,900024,1,0.77,0.4,3.00%,FALSE,20
montezuma_revenge,371,R,0,37900,16548,900014,1,0.6,0.31,2.80%,FALSE,20
montezuma_revenge,385,R,0,38900,16957,900022,1,0.88,0.45,2.70%,FALSE,20
montezuma_revenge,398,R,0,39000,16884,900020,1,0.53,0.29,2.50%,FALSE,20
montezuma_revenge,402,R,0,41100,17055,900052,1,0.54,0.21,1.80%,FALSE,20
montezuma_revenge,416,R,0,44000,16993,900046,1,0.91,0.5,1.70%,FALSE,20
montezuma_revenge,429,R,0,40000,16936,900005,1,0.9,0.45,2.70%,FALSE,20
montezuma_revenge,436,R,0,43000,17067,900002,1,0.59,0.31,3.60%,FALSE,20
montezuma_revenge,459,R,0,41000,17121,900008,1,0.81,0.35,2.40%,FALSE,20
montezuma_revenge,469,R,0,42900,16759,900007,1,0.62,0.28,2.90%,FALSE,20
montezuma_revenge,480,R,0,46000,17084,900015,1,0.71,0.36,1.40%,FALSE,20
montezuma_revenge,493,R,0,42000,17005,900006,1,0.54,0.24,3.30%,FALSE,20
montezuma_revenge_highscore,523,R,480,84600,14669,899835,1,0.79,0.33,1.60%,FALSE,20
montezuma_revenge_highscore,536,R,523,108500,15757,900048,1,0.98,0.6,3.20%,FALSE,20
montezuma_revenge_highscore,548,R,536,140500,16004,900048,1,0.88,0.4,2.90%,FALSE,20
montezuma_revenge_highscore,561,R,548,169200,16200,900037,1,0.69,0.45,2.00%,FALSE,20
montezuma_revenge_highscore,573,R,561,202300,16199,900011,1,0.76,0.43,3.50%,FALSE,20
montezuma_revenge_highscore,584,R,573,231000,16597,900045,1,0.46,0.31,2.60%,FALSE,20
montezuma_revenge_highscore,588,R,584,270400,16625,900017,1,0.96,0.36,4.10%,FALSE,20
mspacman,52,R,0,25761,17652,900028,1,0.91,0.35,0.80%,TRUE,20
mspacman,61,R,0,25611,17647,900011,1,0.93,0.6,0.60%,TRUE,20
mspacman,64,R,0,24721,17742,900046,1,0.74,0.3,0.60%,TRUE,20
mspacman,71,R,0,24991,17695,900020,1,0.55,0.28,2.60%,TRUE,20
mspacman,76,R,0,26251,17780,900038,1,0.77,0.64,2.50%,TRUE,20
mspacman,89,R,0,33441,17825,899998,1,0.54,0.39,0.90%,TRUE,20
mspacman,91,R,0,24551,17859,900044,1,0.67,0.32,0.90%,TRUE,20
mspacman,105,R,0,31641,17822,900013,1,0.8,0.4,1.00%,TRUE,20
mspacman,125,J,0,25021,16229,900003,1,1.18,0.59,0.20%,TRUE,20
mspacman,126,J,0,17441,17317,900010,1,0.87,0.34,0.30%,TRUE,20
mspacman,131,K,0,20701,17770,900031,1,0.8,0.2,7.30%,TRUE,20
mspacman,137,K,0,27491,17839,900041,1,0.5,0.28,9.50%,TRUE,20
mspacman,199,R,0,27731,17804,900008,1,0.88,0.48,1.10%,FALSE,20
mspacman,202,R,0,33001,17806,900009,1,0.91,0.4,0.80%,FALSE,20
mspacman,209,R,0,36061,17832,900040,1,0.88,0.6,1.10%,FALSE,20
mspacman,271,R,0,29121,17656,900004,1,0.85,0.31,1.00%,FALSE,20
mspacman,273,R,0,34211,17821,900029,1,1.04,0.73,0.50%,FALSE,20
mspacman,378,R,0,29631,17769,900023,1,0.68,0.36,1.00%,FALSE,20
mspacman,467,R,0,34091,17770,900033,1,0.63,0.27,1.10%,FALSE,20
mspacman,496,R,0,29151,17793,900044,1,0.83,0.27,1.50%,FALSE,20
ms_pacman_highscore,118,R,89,66480,17814,900024,1,0.73,0.34,1.20%,TRUE,20
ms_pacman_highscore,593,R,118,93721,17382,893852,2,0.73,0.38,0.70%,FALSE,20
name_this_game,161,R,0,6580,17820,900005,1,0.74,0.36,1.20%,FALSE,20
name_this_game,166,R,0,7760,17836,900018,1,0.91,0.3,0.90%,FALSE,20
name_this_game,207,R,0,6970,16345,900017,1,0.63,0.28,0.50%,FALSE,20
name_this_game,229,R,0,7100,16798,900006,1,1.16,0.54,0.80%,FALSE,20
name_this_game,230,R,0,7920,17338,900025,1,0.66,0.34,1.00%,FALSE,20
name_this_game,281,R,0,7370,17389,900030,1,0.76,0.31,1.30%,FALSE,20
name_this_game,308,R,0,6930,17402,900013,1,0.93,0.56,1.30%,FALSE,20
name_this_game,317,R,0,7390,17496,900041,1,0.89,0.39,1.50%,FALSE,20
name_this_game,329,R,0,7350,17685,900039,1,0.86,0.38,1.40%,FALSE,20
name_this_game,353,R,0,7960,17728,900038,1,0.83,0.38,0.60%,FALSE,20
name_this_game,369,R,0,8310,17796,900038,1,0.74,0.33,2.10%,FALSE,20
name_this_game,396,R,0,8260,17765,900046,1,0.77,0.33,0.80%,FALSE,20
name_this_game,404,R,0,7830,17798,900019,1,0.95,0.34,2.30%,FALSE,20
name_this_game,414,R,0,7420,17790,900019,1,0.81,0.41,2.00%,FALSE,20
name_this_game,422,R,0,7930,17751,900041,1,0.59,0.23,1.50%,FALSE,20
name_this_game,433,R,0,7620,17674,900003,1,0.8,0.33,2.00%,FALSE,20
name_this_game,448,R,0,8130,17764,900040,1,0.92,0.49,0.80%,FALSE,20
name_this_game,458,R,0,7240,17796,900042,1,0.64,0.3,1.50%,FALSE,20
name_this_game,484,R,0,8290,17829,900005,1,0.94,0.54,1.30%,FALSE,20
name_this_game,500,R,0,8870,17738,900026,1,0.73,0.3,1.20%,FALSE,20
name_this_game_highscore,267,R,230,17220,17041,900018,1,0.99,0.39,0.40%,FALSE,20
